name;cover;description;god;system;system_dop;system_dop2;system_dop3;obl;montage;img1;img2;img3;img4;img5;img6;img7;img8;img9;img10;img11;img12;img13;img14;img15;img16;img17;img18;img19;img20;ronson_system;ronson_montage;ronson_vitrage;ronson_granit;ronson_klinker;ronson_decor;ronson_brick;montagepartner;inside;Keyword;ncTitle;ncKeywords;ncDescription;ncSMO_Title;ncSMO_Description;ncSMO_Image
Жилой дом;000000478.jpg:image/jpeg:7061;г. Челябинск, Курчатовский р-н, Комсомольский проспект, д.9;2008.0;Ронсон-300;;;;керамогранит (видимое крепление);;000000705.jpg:image/jpeg:458866;000000176.jpg:image/jpeg:239118;000000174.jpg:image/jpeg:259558;000000178.jpg:image/jpeg:236249;000000710.jpg:image/jpeg:406626;000000708.jpg:image/jpeg:420323;000000712.jpg:image/jpeg:281633;;;;;;;;;;;;;;1;0;0;0;0;0;0;"ООО ""Нью-Строй"", г. Челябинск, Уральский ФО";0;;;;;;;
Государственный музыкальный театр имени И.М. Яушева;000002476.jpg:image/jpeg:15888;г. Саранск, ул. Богдана Хмельницкого, д.36;2011.0;Ронсон-400;;;;натуральный камень, декоративные элементы из полимербетона;;000002478.jpg:image/jpeg:210256;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Гараж-стоянка;000000480.jpg:image/jpeg:8258;г.Москва, ул.Академика Анохина, корп.19Б;2008.0;Ронсон-200;;;;металлосайдинг, ленточное остекление;;000000740.jpg:image/jpeg:522111;000000742.jpg:image/jpeg:331537;000000744.jpg:image/jpeg:401222;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
Торговый центр «Мастер Дом»;000002529.jpg:image/jpeg:19852;г. Москва;2012.0;Ронсон-400;Ронсон-200;;;кассеты из алюмокомпозита, натуральный камень;;000002527.jpg:image/jpeg:229524;000002525.jpg:image/jpeg:252585;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Подстанция КРУЭ г. Москва;000002524.jpg:image/jpeg:17782;г. Москва, ул. Подольских курсантов, вл.9;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002522.jpg:image/jpeg:224556;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Офисное здание;000002468.jpg:image/jpeg:26399;г. Москва, Семеновский вал, д. 6/10;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002469.jpg:image/jpeg:397549;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Молокозавод, административное здание;000002467.jpg:image/jpeg:25901;г. Киров, ул. Вронского, д.105;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002460.jpg:image/jpeg:473498;000002462.jpg:image/jpeg:399691;000002464.jpg:image/jpeg:398854;000002466.jpg:image/jpeg:375457;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ТЦ «Семейный»;000002447.jpg:image/jpeg:31578;г. Калуга, ул. Суворова, д.109;2011.0;Ронсон-300;Ронсон-200;;;кассеты из композитных материалов, керамогранит, пояски из металлокасет, светопрозрачные конструкции, зенитарные фонари;;000002439.jpg:image/jpeg:457089;000002441.jpg:image/jpeg:407224;000002443.jpg:image/jpeg:293223;000002445.jpg:image/jpeg:460861;;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
Главный вход стадиона «Центральный» г. Челябинск;000002420.jpg:image/jpeg:12267;г. Челябинск;2010.0;Ронсон-200;;;;кассеты из алюмокомпозита;;000002418.jpg:image/jpeg:147967;000002416.jpg:image/jpeg:153217;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000002394.jpg:image/jpeg:14329;г.Мытищи, ул. Троицкая, д. 11;2011.0;Ронсон-300 (крепление в межэтажные перекрытия);;;;керамогранит (видимое крепление);;000002380.jpg:image/jpeg:196343;000002382.jpg:image/jpeg:191687;000002384.jpg:image/jpeg:214151;000002386.jpg:image/jpeg:167537;000002388.jpg:image/jpeg:206767;000002390.jpg:image/jpeg:202278;000002392.jpg:image/jpeg:175127;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ТЦ «EGOMOLL»;221.jpg:image/jpeg:7786;г. Москва, пр-т Дежнева, д. 23;2011.0;Ронсон-100 (крепление в межэтажные перекрытия);;;;HPL панели;;5[8].jpg:image/jpeg:456975;1[17].jpg:image/jpeg:292431;8ZtkWJqi3iA.jpg:image/jpeg:302845;C-pDeNW1Dug.jpg:image/jpeg:295721;naerzbJwZRw.jpg:image/jpeg:281843;up8BBITVj14.jpg:image/jpeg:291187;YY1gizPiiEM.jpg:image/jpeg:244311;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ЖК «Life-Лазаревское»;000002141.jpg:image/jpeg:11143;г. Москва, Южное Бутово, ул. Адмирала Лазарева, микр. 7;2011.0;Ронсон-300;;;;керамогранит (видимое крепление), декоративные материалы;;000002335.jpg:image/jpeg:180875;000002337.jpg:image/jpeg:230799;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Физкультурно-оздоровительный комплекс;000002138.jpg:image/jpeg:9079;г. Москва, ул. Перовская, вл. 37;2011.0;Ронсон-300;;;;керамогранит, светопрозрачные конструкции;;000002134.jpg:image/jpeg:135860;000002421.jpg:image/jpeg:170909;фок 1(1).jpg:image/pjpeg:597344;фок22(1).jpg:image/pjpeg:831878;фок33(1).jpg:image/pjpeg:527904;фок44(1).jpg:image/pjpeg:591038;фок55(1).jpg:image/pjpeg:535616;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
ЖК «Четыре солнца»;IMG_2286 copy.JPG:image/jpeg:19974;г. Москва, ул. Большая Татарская, д. 13;2011.0;Ронсон-400;;;;натуральный камень, декор из стеклофибробетона;;4.JPG:image/jpeg:894257;5.JPG:image/jpeg:748289;IMG_2280.JPG:image/jpeg:749158;IMG_2282.JPG:image/jpeg:691286;IMG_2286.JPG:image/jpeg:861292;IMG_2289.JPG:image/jpeg:831598;IMG_6410.jpg:image/jpeg:1275297;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000002158.jpg:image/jpeg:11592;г.Щербинка, ул. 40 лет Октября, д15;2011.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002154.jpg:image/jpeg:176200;000002145.jpg:image/jpeg:180550;000002156.jpg:image/jpeg:204799;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
ЖК «Спасский мост»;IMG_8014 copy.JPG:image/jpeg:20805;г. Красногорск, Павшинская пойма, микр. Спасский мост, корп №8;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;IMG_7976(1).jpg:image/jpeg:305994;IMG_7996(2).jpg:image/jpeg:239296;IMG_8001.JPG:image/jpeg:287143;IMG_8013(1).jpg:image/jpeg:1118219;IMG_8014.JPG:image/jpeg:280503;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Государственный Университет Управления;000002125.jpg:image/jpeg:7777;г. Москва, Рязанский пр-т, д. 99;2010.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002122.jpg:image/jpeg:126705;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000002121.jpg:image/jpeg:10304;г. Люберцы, пос. Калинино, пересечение ул. Парковая и ул. Зеленая, корп. 1;2010.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002117.jpg:image/jpeg:156225;000002119.jpg:image/jpeg:165866;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000002065.jpg:image/jpeg:8706;г.Пермь, ул. Космонавта Беляеваа д.40, корпуса: Б, В, Г, ДОбъект находится на стадии монтажа;2009.0;Ронсон-100;;;;фиброцементные плиты;;000002059.jpg:image/jpeg:132682;000002061.jpg:image/jpeg:152943;000002063.jpg:image/jpeg:165767;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Единый расчетный центр;000002040.jpg:image/jpeg:7425;г. Железнодорожный, ул. Новая;2009.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002039.jpg:image/jpeg:97934;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Перинатальный центр;000002038.jpg:image/jpeg:9955;г. Киров;2010.0;Ронсон-300;;;;керамогранит (видимое крепление);;000002036.jpg:image/jpeg:120370;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ТЦ «Галерия», г. Санкт;000002035.jpg:image/jpeg:8806;г. Санкт-Петербург;2009.0;Ронсон-200;;;;металлокассеты;;000002033.jpg:image/jpeg:137086;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Декоративное ограждение;000002002.jpg:image/jpeg:5321;Московская область, Красногорский район, поселок Россинка, дер. Ангелова, вл. 128;2010.0;Ронсон-100;;;;пластик;;000001994.jpg:image/jpeg:90729;000001996.jpg:image/jpeg:101259;000001998.jpg:image/jpeg:105766;000002000.jpg:image/jpeg:128986;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ЖК «Родные берега»;иркутск родные берега обл.jpg:image/pjpeg:55603;г. Иркутск, ул. Семена Лагоды, д. 4;2011.0;Ронсон-100;Ронсон-200;;;фиброцементные плиты, кассеты из алюмокомпозита;;иркутск родные берега.jpg:image/pjpeg:459538;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Детский санаторий МИД, Московская область;2s.jpg:image/jpeg:9163;Московская обл., пос.Малаховка, ул.Пушкина, д.14;2015.0;Ронсон-400;;;;натуральный камень, керамогранит (скрытое крепление),  плиты KMEW;;2-(1).jpg:image/jpeg:118131;2-(2).jpg:image/jpeg:118242;2-(3).jpg:image/jpeg:134263;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Магазин Мультибренд;000001971.jpg:image/jpeg:5543;г. Екатеринбург, ул. Первомайская, д. 54;2010.0;Ронсон-400;;;;керамогранит (скрытое крепление);;000001943.jpg:image/jpeg:92464;000001941.jpg:image/jpeg:85614;000001939.jpg:image/jpeg:100582;000001937.jpg:image/jpeg:69984;000001946.jpg:image/jpeg:71309;;;;;;;;;;;;;;;;1;0;0;1;0;0;0;;0;;;;;;;
Жилой дом;000002348.jpg:image/jpeg:11676;г. Москва, ул. Фотиевой, дом 4;2010.0;Ронсон-100;Ронсон-300;Ронсон-400;;керамогранит, натуральный камень, декор из стеклофибробетона;;000002237.jpg:image/jpeg:134640;000002238.jpg:image/jpeg:147861;000002240.jpg:image/jpeg:93298;000002241.jpg:image/jpeg:127970;000002242.jpg:image/jpeg:177753;000002243.jpg:image/jpeg:95538;000002244.jpg:image/jpeg:123638;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
ЖК «Зеленый берег»;3-(1)s.jpg:image/jpeg:13015;г.Москва, ул.Кировоградская, 36;2014.0;Ронсон-300;;;;керамогранит (видимое крепление);;3-(1).jpg:image/jpeg:235777;3-(2).jpg:image/jpeg:273640;3-(3).jpg:image/jpeg:205892;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Жилой дом;000001470.jpg:image/jpeg:13151;г. Видное, ул. Строительная, вл. 2;2009.0;Ронсон-300;;;;керамогранит (видимое крепление);;000001466.jpg:image/jpeg:143025;000001462.jpg:image/jpeg:140025;000001464.jpg:image/jpeg:120607;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000001831.jpg:image/jpeg:7514;г. Челябинск, пересечение ул. Сулимова и ул. Курчатова;2009.0;Ронсон-300;;;;керамогранит (видимое крепление);;000001835.jpg:image/jpeg:96293;000001973.jpg:image/jpeg:114214;000001833.jpg:image/jpeg:92476;000001834.jpg:image/jpeg:89019;000001089.jpg:image/jpeg:395156;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000002331.jpg:image/jpeg:8958;г. Москва, ул. Лобачевского, д. 100А;2009.0;Ронсон-200;;;;кассеты из алюмокомпозита;;000001346.jpg:image/jpeg:133561;000001077.jpg:image/jpeg:426614;000001079.jpg:image/jpeg:441987;000001080.jpg:image/jpeg:125093;000001081.jpg:image/jpeg:136566;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Aдминистративное здание «Донэнерого», г. Ростов-на;000001343.jpg:image/jpeg:11726;г. Ростов-на-Дону;2009.0;Ронсон-200;;;;кассеты из алюмокомпозита;;000001337.jpg:image/jpeg:88396;000001339.jpg:image/jpeg:98567;000001341.jpg:image/jpeg:98304;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Уральская государственная академия;000000481.jpg:image/jpeg:6256;г. Челябинск, ул. Российская, д. 258;2008.0;Ронсон-100;;;;фиброцементные плиты;;000000746.jpg:image/jpeg:327351;000000748.jpg:image/jpeg:384705;000000750.jpg:image/jpeg:283113;000000752.jpg:image/jpeg:328241;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Дорожно–ремонтное строительное управление;000001061.jpg:image/jpeg:20279;г. Челябинск, ул. Героев Танкограда 51П;2008.0;Ронсон-300;;;;керамогранит (видимое крепление);;000001063.jpg:image/jpeg:399715;000001065.jpg:image/jpeg:373348;000001067.jpg:image/jpeg:362026;000001069.jpg:image/jpeg:403747;000001073.jpg:image/jpeg:438497;000001071.jpg:image/jpeg:362586;000001075.jpg:image/jpeg:383488;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ТЦ «Агат»;000001056.jpg:image/jpeg:25540;г. Челябинск, пр. Победы, д. 115;2008.0;Ронсон-300;;;;керамогранит (видимое крепление), натуральный камень, металлосайдинг;;000001055.jpg:image/jpeg:398236;000001053.jpg:image/jpeg:332273;000001054.jpg:image/jpeg:457611;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ТЦ «Остров»;000000692.jpg:image/jpeg:23160;г. Ногинск, ул. Соборная, д.12;2009.0;Ронсон-300;;;;керамогранит;;000000760.jpg:image/jpeg:392693;000000762.jpg:image/jpeg:369713;000000764.jpg:image/jpeg:382537;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
СТО «Молния»;000000631.jpg:image/jpeg:7402;г. Челябинск, ул. Дарвина, д. 2В;2008.0;Ронсон-200;;;;кассеты из алюмокомпозита;;000000373.jpg:image/jpeg:107323;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ТРЦ «Мега»;000000694.jpg:image/jpeg:20129;Иркутская обл., г. Ангарск;2009.0;Ронсон-200;;;;кассеты из алюмокомпозита;;000000766.jpg:image/jpeg:285773;000000768.jpg:image/jpeg:328954;000000981.jpg:image/jpeg:383244;000000983.jpg:image/jpeg:370915;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Администрация сосновского района, с. Долгодеревенское;000000476.jpg:image/jpeg:5529;Челябинская область, Сосновский район, село Долгодеревенское, ул. 50 лет;2008.0;Ронсон-300;;;;керамогранит (видимое крепление);;000000724.jpg:image/jpeg:296650;000000726.jpg:image/jpeg:366737;000000728.jpg:image/jpeg:355263;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Mazda-центр;000000479.jpg:image/jpeg:8254;г. Челябинск, пересечение Свердловского тракта и Черкасской улицы;2008.0;Ронсон-200;;;;кассеты из алюмокомпозита;;000000714.jpg:image/jpeg:417506;000000716.jpg:image/jpeg:352432;000000718.jpg:image/jpeg:336156;000000720.jpg:image/jpeg:378393;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Завод «ROCKWOOL»;000001107.jpg:image/jpeg:21542;г. Железнодорожный,   ул. Автозаводская,  д. 48А;2009.0;Ронсон-200;Ронсон-300;;;кассеты из алюмокомпозита, керамогранит (видимое крепление), витражи;;000001108.jpg:image/jpeg:387662;000001110.jpg:image/jpeg:376300;000001112.jpg:image/jpeg:393502;000001114.jpg:image/jpeg:358402;;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
Торгово-офисное здание;000000477.jpg:image/jpeg:9140;г. Москва, Варшавское шоссе, д.129, корп.2;2008.0;Ронсон-200;;;;кассеты из алюмокомпозита;;000000731.jpg:image/jpeg:59286;000000732.jpg:image/jpeg:369994;000000734.jpg:image/jpeg:393274;000000736.jpg:image/jpeg:276822;;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
Институт Космических исследований;бауманская обложка.jpg:image/pjpeg:51792;г. Москва, ул. Бауманская, д.53;2010.0;Ронсон-200;;;;кассеты из алюмокомпозита, светопрозрачные конструкции;;бауманская.JPG:image/pjpeg:530658;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
ОАО «Мосавтохолод»;мосавтохолод сколковское обл.jpg:image/pjpeg:45006;г. Москва, Сколковское ш., д. 23;2010.0;Ронсон-200;;;;кассеты из алюмокомпозита;;мосавтохолод сколковское ш.jpg:image/pjpeg:886932;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Дом музыки им. Дениса Мацуева;иркутск дом музыки обл.jpg:image/pjpeg:50619;"г. Иркутск, 130-ый кварталПолучена награда ""за своевременную сдачу объекта к 350-летию г. Иркутска";2011.0;Ронсон-400;;;;натуральный камень;;иркутск дом музыки.JPG:image/pjpeg:284620;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Стадион «Салют», г. Долгопрудный;000000920.jpg:image/jpeg:15549;;;Ронсон-100;;;;витражи;;000000920.jpg:image/jpeg:440007;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Жилой дом;IMG_7793 copy.JPG:image/jpeg:21693;Московская обл., г. Дзержинский, ул. Ленина;2011.0;Ронсон-200;;;;кассеты из алюмокомпозита;;IMG_7788.JPG:image/jpeg:155673;IMG_7793.JPG:image/jpeg:159091;IMG_7806.JPG:image/jpeg:163280;IMG_7808.JPG:image/jpeg:396484;IMG_7811(1).jpg:image/jpeg:260889;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Комплекс административно–производственных зданий г. Зеленоград;000000941.jpg:image/jpeg:23670;Московская область, г. Зеленоград, Сосновая аллея, д.6;2008.0;Ронсон-200;;;;фиброцементные плиты, металлокасеты;;000000808.jpg:image/jpeg:390599;000000810.jpg:image/jpeg:394100;000000812.jpg:image/jpeg:354378;000000814.jpg:image/jpeg:296287;000000816.jpg:image/jpeg:300946;000000818.jpg:image/jpeg:385545;000000820.jpg:image/jpeg:281314;;;;;;;;;;;;;;0;1;1;0;0;0;0;;0;;;;;;;
Гостиница «Ярославская», г. Москва;000000942.jpg:image/jpeg:30463;;2007.0;;;;;витражи;;000000922.jpg:image/jpeg:509541;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Жилой дом (5 корпусов), г. Южно;южносах фибр панели nichiha жил дом обл.jpg:image/pjpeg:66143;г. Южно-Сахалинск;2012.0;Ронсон-100;;;;фиброцементные плиты;;южносах фибр панели nichiha жил дом.JPG:image/pjpeg:857447;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Банк РНБК, г. Москва;000000944.jpg:image/jpeg:22123;;;Ронсон-100;;;;фиброцементные плиты;;000000924.jpg:image/jpeg:386717;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Сервис Экспорт, г. Дубна;000000945.jpg:image/jpeg:23284;;;Ронсон-100;;;;фиброцементные плиты;;000000925.jpg:image/jpeg:379675;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Административное здание, г. Южно;южносах офисы сандал фибро обл.jpg:image/pjpeg:62797;г. Южно-Сахалинск, пр-т Мира, д.420;2012.0;Ронсон-100;;;;фиброцементные плиты;;южносах офисы сандал фибро.JPG:image/pjpeg:661698;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Торгово – офисное здание;000000946.jpg:image/jpeg:22663;г. Ногинск, ул. Соборная, д. 12;2009.0;Ронсон-100;;;;фиброцементные плиты;;000000926.jpg:image/jpeg:345506;000000849.jpg:image/pjpeg:10696;000000850.jpg:image/pjpeg:10362;000000851.jpg:image/pjpeg:11746;;;;;;;;;;;;;;;;;0;1;1;0;0;0;0;;0;;;;;;;
Частный дом, г. Южно;3sm.jpg:image/jpeg:9760;Частный жилой дом, г.Южно-Сахалинск;2014.0;Ронсон-100;;;;плиты KMEW;;3.jpg:image/jpeg:139363;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Кафе «Letto», г. Южно;11111111.jpg:image/jpeg:9471;г. Южно-Сахалинск, ул. Пуркаева, 33/1;2015.0;Ронсон-100;;;;плиты KMEW;;4.jpg:image/jpeg:177812;5-3.jpg:image/jpeg:145536;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Административно–производственный комплекс», г. Москва;000000958.jpg:image/jpeg:18814;;;;;;;витражи;;000000938.jpg:image/jpeg:293586;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Торгово–офисное здание;000000949.jpg:image/jpeg:25601;г. Москва, Сущевский вал;2008.0;Ронсон-200;Ронсон-300;;;кассеты из алюмокомпозита, керамогранит;;000000929.jpg:image/jpeg:381365;000000827.jpg:image/pjpeg:378021;;;;;;;;;;;;;;;;;;;0;1;1;0;0;0;0;;0;;;;;;;
Офисный центр, г. Москва;000000950.jpg:image/jpeg:25742;;;;;;;витражи;;000000930.jpg:image/jpeg:347679;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Торговый комплекс,г. Дубна;000000952.jpg:image/jpeg:28023;;;;;;;витражи;;000000932.jpg:image/jpeg:465513;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Жилой дом;000000953.jpg:image/jpeg:29281;г. Москва, ул.Новочеремушкинская, д.60;2007.0;;;;;фиброцементные плиты, мокрый фасад, витражи;;000000780.jpg:image/jpeg:410284;000000782.jpg:image/jpeg:289210;000000784.jpg:image/jpeg:467807;000000786.jpg:image/jpeg:292662;000000788.jpg:image/jpeg:392460;000000790.jpg:image/jpeg:275158;000000792.jpg:image/jpeg:325723;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
Мебельный салон «Волга», г. Дубна;000000954.jpg:image/jpeg:23530;;;;;;;витражи;;000000934.jpg:image/jpeg:360727;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Нотариальная контора, г. Дубна;000000955.jpg:image/jpeg:28536;;;;;;;витражи;;000000935.jpg:image/jpeg:454434;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Частный сектор, г. Кимры;000000956.jpg:image/jpeg:23071;;;;;;;витражи;;000000936.jpg:image/jpeg:457999;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Магазин «Каспер», г. Дубна;000000957.jpg:image/jpeg:23688;;;;;;;витражи;;000000937.jpg:image/jpeg:444616;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Газета «Все для Вас», г. Дубна;000000948.jpg:image/jpeg:25259;;;;;;;витражи;;000000928.jpg:image/jpeg:461496;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
Гостиница «Дубна», г. Дубна;000000959.jpg:image/jpeg:21956;;;;;;;витражи;;000000939.jpg:image/jpeg:447501;;;;;;;;;;;;;;;;;;;;0;0;1;0;0;0;0;;0;;;;;;;
ДК «Нейтрино» Десногорской АЭС;3  Центр информации и связей с общественностью ДК Нейтрино - 1обл.jpg:image/pjpeg:32601;г. Десногорск, 4-ый микр-н;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;3  Центр информации и связей с общественностью ДК Нейтрино - 1.JPG:image/pjpeg:459157;4  Центр информации и связей с общественностью ДК Нейтрино - 2.JPG:image/pjpeg:810201;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Лаборатория АЭС, Учебно-лабораторный корпус АЭС;1 Лаборатория внешнего радиационного контроля Смоленской АЭС - 2 обл.jpg:image/pjpeg:39340;г. Десногорск, 6-ой м-рн;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;1 Лаборатория внешнего радиационного контроля Смоленской АЭС - 2.JPG:image/pjpeg:556578;2 Учебно-лабораторный комплекс Смоленской АЭС - 3.JPG:image/pjpeg:493656;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Москва;000000969.jpg:image/jpeg:33080;г. Моска, ул. Удальцова, д.78, д.81;;Ронсон-100;;;;;;000000995.jpg:image/jpeg:427120;000000997.jpg:image/jpeg:424299;000000999.jpg:image/jpeg:434220;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Жилой дом, п. Монино;000000869.jpg:image/jpeg:25535;;;;;;;;;000000884.jpg:image/jpeg:283563;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Детский сад, г. Москва;000000867.jpg:image/jpeg:29136;;;;;;;;;000000882.jpg:image/jpeg:463768;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Железнодорожный;000000876.jpg:image/jpeg:20910;;;;;;;;;000000891.jpg:image/jpeg:330330;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Детский сад, г. Москва;000000873.jpg:image/jpeg:32088;;;;;;;;;000000888.jpg:image/jpeg:494924;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Москва;000000877.jpg:image/jpeg:25616;;;;;;;;;000000892.jpg:image/jpeg:407439;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Железнодорожный;000000871.jpg:image/jpeg:29388;;;;;;;;;000000886.jpg:image/jpeg:381180;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000878.jpg:image/jpeg:21480;г. Обухово;;;;;;;;000000893.jpg:image/jpeg:363532;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов;000000875.jpg:image/jpeg:27137;г. Железнодорожный;;;;;;;;000000890.jpg:image/jpeg:438835;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов, Московская область;000000874.jpg:image/jpeg:27174;д. Дядьково;;;;;;;;000000889.jpg:image/jpeg:417581;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000868.jpg:image/jpeg:38126;г. Балашиха;;;;;;;;000000883.jpg:image/jpeg:552496;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов;000000872.jpg:image/jpeg:31043;г. Ногинск;;;;;;;;000000887.jpg:image/jpeg:607598;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000866.jpg:image/jpeg:31204;г. Балашиха;;;;;;;;000000881.jpg:image/jpeg:508678;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
